"p","r_droplet_actual","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
8934.9,2.6732e-08,1,0.375,0.375,0.01,0.03785
8917,2.6775e-08,1,0.37575,0.37575,0.01,0.03785
8899.1,2.6818e-08,1,0.3765,0.3765,0.01,0.03785
8881,2.6862e-08,1,0.37725,0.37725,0.01,0.03785
8862.7,2.6907e-08,1,0.378,0.378,0.01,0.03785
8844.5,2.6952e-08,1,0.37875,0.37875,0.01,0.03785
8826.3,2.6996e-08,1,0.3795,0.3795,0.01,0.03785
8807.9,2.7041e-08,1,0.38025,0.38025,0.01,0.03785
8789.4,2.7087e-08,1,0.381,0.381,0.01,0.03785
8770.9,2.7132e-08,1,0.38175,0.38175,0.01,0.03785
8752.3,2.7178e-08,1,0.3825,0.3825,0.01,0.03785
8733.8,2.7224e-08,1,0.38325,0.38325,0.01,0.03785
8715.2,2.727e-08,1,0.384,0.384,0.01,0.03785
8696.5,2.7316e-08,1,0.38475,0.38475,0.01,0.03785
8677.9,2.7362e-08,1,0.3855,0.3855,0.01,0.03785
8659.2,2.7408e-08,1,0.38625,0.38625,0.01,0.03785
8640.7,2.7454e-08,1,0.387,0.387,0.01,0.03785
8622.1,2.75e-08,1,0.38775,0.38775,0.01,0.03785
8603.6,2.7546e-08,1,0.3885,0.3885,0.01,0.03785
8585.1,2.7592e-08,1,0.38925,0.38925,0.01,0.03785
8566.6,2.7638e-08,1,0.39,0.39,0.01,0.03785
8548.4,2.7683e-08,1,0.39075,0.39075,0.01,0.03785
8530.1,2.7728e-08,1,0.3915,0.3915,0.01,0.03785
8511.9,2.7773e-08,1,0.39225,0.39225,0.01,0.03785
8493.7,2.7818e-08,1,0.393,0.393,0.01,0.03785
8475.7,2.7862e-08,1,0.39375,0.39375,0.01,0.03785
8457.9,2.7905e-08,1,0.3945,0.3945,0.01,0.03785
8440,2.7948e-08,1,0.39525,0.39525,0.01,0.03785
8422.2,2.7991e-08,1,0.396,0.396,0.01,0.03785
8404.4,2.8033e-08,1,0.39675,0.39675,0.01,0.03785
8387.1,2.8073e-08,1,0.3975,0.3975,0.01,0.03785
8369.7,2.8112e-08,1,0.39825,0.39825,0.01,0.03785
8352.3,2.8152e-08,1,0.399,0.399,0.01,0.03785
8334.9,2.8191e-08,1,0.39975,0.39975,0.01,0.03785
8317.9,2.8228e-08,1,0.4005,0.4005,0.01,0.03785
8301.1,2.8263e-08,1,0.40125,0.40125,0.01,0.03785
8284.2,2.8298e-08,1,0.402,0.402,0.01,0.03785
8267.4,2.8334e-08,1,0.40275,0.40275,0.01,0.03785
8250.6,2.8368e-08,1,0.4035,0.4035,0.01,0.03785
8234.3,2.8398e-08,1,0.40425,0.40425,0.01,0.03785
8218,2.8429e-08,1,0.405,0.405,0.01,0.03785
8201.7,2.8459e-08,1,0.40575,0.40575,0.01,0.03785
8185.4,2.849e-08,1,0.4065,0.4065,0.01,0.03785
8169.5,2.8517e-08,1,0.40725,0.40725,0.01,0.03785
8153.7,2.8543e-08,1,0.408,0.408,0.01,0.03785
8137.9,2.857e-08,1,0.40875,0.40875,0.01,0.03785
8122.2,2.8596e-08,1,0.4095,0.4095,0.01,0.03785
8106.6,2.8621e-08,1,0.41025,0.41025,0.01,0.03785
8091.3,2.8644e-08,1,0.411,0.411,0.01,0.03785
8076,2.8667e-08,1,0.41175,0.41175,0.01,0.03785
8060.7,2.869e-08,1,0.4125,0.4125,0.01,0.03785
8045.5,2.8712e-08,1,0.41325,0.41325,0.01,0.03785
8030.6,2.8733e-08,1,0.414,0.414,0.01,0.03785
8015.8,2.8754e-08,1,0.41475,0.41475,0.01,0.03785
8000.9,2.8775e-08,1,0.4155,0.4155,0.01,0.03785
7986.1,2.8795e-08,1,0.41625,0.41625,0.01,0.03785
7971.4,2.8816e-08,1,0.417,0.417,0.01,0.03785
7957,2.8835e-08,1,0.41775,0.41775,0.01,0.03785
7942.5,2.8855e-08,1,0.4185,0.4185,0.01,0.03785
7928.1,2.8875e-08,1,0.41925,0.41925,0.01,0.03785
7913.6,2.8894e-08,1,0.42,0.42,0.01,0.03785
7899.5,2.8914e-08,1,0.42075,0.42075,0.01,0.03785
7885.4,2.8934e-08,1,0.4215,0.4215,0.01,0.03785
7871.2,2.8953e-08,1,0.42225,0.42225,0.01,0.03785
7857.1,2.8973e-08,1,0.423,0.423,0.01,0.03785
7843.1,2.8993e-08,1,0.42375,0.42375,0.01,0.03785
7829.2,2.9013e-08,1,0.4245,0.4245,0.01,0.03785
7815.3,2.9034e-08,1,0.42525,0.42525,0.01,0.03785
7801.4,2.9054e-08,1,0.426,0.426,0.01,0.03785
7787.6,2.9074e-08,1,0.42675,0.42675,0.01,0.03785
7773.9,2.9096e-08,1,0.4275,0.4275,0.01,0.03785
7760.2,2.9117e-08,1,0.42825,0.42825,0.01,0.03785
7746.6,2.9138e-08,1,0.429,0.429,0.01,0.03785
7732.9,2.9159e-08,1,0.42975,0.42975,0.01,0.03785
7719.3,2.918e-08,1,0.4305,0.4305,0.01,0.03785
7705.8,2.9202e-08,1,0.43125,0.43125,0.01,0.03785
7692.4,2.9224e-08,1,0.432,0.432,0.01,0.03785
7678.9,2.9246e-08,1,0.43275,0.43275,0.01,0.03785
7665.4,2.9268e-08,1,0.4335,0.4335,0.01,0.03785
7652.1,2.929e-08,1,0.43425,0.43425,0.01,0.03785
7638.8,2.9312e-08,1,0.435,0.435,0.01,0.03785
7625.5,2.9334e-08,1,0.43575,0.43575,0.01,0.03785
7612.1,2.9357e-08,1,0.4365,0.4365,0.01,0.03785
7599,2.9379e-08,1,0.43725,0.43725,0.01,0.03785
7585.8,2.9401e-08,1,0.438,0.438,0.01,0.03785
7572.6,2.9424e-08,1,0.43875,0.43875,0.01,0.03785
7559.5,2.9446e-08,1,0.4395,0.4395,0.01,0.03785
7546.4,2.9468e-08,1,0.44025,0.44025,0.01,0.03785
7533.4,2.9491e-08,1,0.441,0.441,0.01,0.03785
7520.4,2.9513e-08,1,0.44175,0.44175,0.01,0.03785
7507.4,2.9535e-08,1,0.4425,0.4425,0.01,0.03785
7494.5,2.9557e-08,1,0.44325,0.44325,0.01,0.03785
7481.6,2.9579e-08,1,0.444,0.444,0.01,0.03785
7468.8,2.9601e-08,1,0.44475,0.44475,0.01,0.03785
7456,2.9623e-08,1,0.4455,0.4455,0.01,0.03785
7443.2,2.9645e-08,1,0.44625,0.44625,0.01,0.03785
7430.4,2.9667e-08,1,0.447,0.447,0.01,0.03785
7417.8,2.9689e-08,1,0.44775,0.44775,0.01,0.03785
7405.2,2.9711e-08,1,0.4485,0.4485,0.01,0.03785
7392.6,2.9733e-08,1,0.44925,0.44925,0.01,0.03785
7379.9,2.9755e-08,1,0.45,0.45,0.01,0.03785
7367.5,2.9776e-08,1,0.45075,0.45075,0.01,0.03785
7355.1,2.9798e-08,1,0.4515,0.4515,0.01,0.03785
7342.6,2.9819e-08,1,0.45225,0.45225,0.01,0.03785
7330.2,2.9841e-08,1,0.453,0.453,0.01,0.03785
7317.9,2.9862e-08,1,0.45375,0.45375,0.01,0.03785
7305.6,2.9883e-08,1,0.4545,0.4545,0.01,0.03785
7293.4,2.9905e-08,1,0.45525,0.45525,0.01,0.03785
7281.1,2.9926e-08,1,0.456,0.456,0.01,0.03785
7268.9,2.9947e-08,1,0.45675,0.45675,0.01,0.03785
7256.9,2.9968e-08,1,0.4575,0.4575,0.01,0.03785
7244.8,2.9989e-08,1,0.45825,0.45825,0.01,0.03785
7232.8,3.001e-08,1,0.459,0.459,0.01,0.03785
7220.7,3.0031e-08,1,0.45975,0.45975,0.01,0.03785
7208.8,3.0052e-08,1,0.4605,0.4605,0.01,0.03785
7197,3.0073e-08,1,0.46125,0.46125,0.01,0.03785
7185.1,3.0094e-08,1,0.462,0.462,0.01,0.03785
7173.3,3.0114e-08,1,0.46275,0.46275,0.01,0.03785
7161.5,3.0135e-08,1,0.4635,0.4635,0.01,0.03785
7149.9,3.0155e-08,1,0.46425,0.46425,0.01,0.03785
7138.2,3.0176e-08,1,0.465,0.465,0.01,0.03785
7126.6,3.0196e-08,1,0.46575,0.46575,0.01,0.03785
7114.9,3.0217e-08,1,0.4665,0.4665,0.01,0.03785
7103.4,3.0237e-08,1,0.46725,0.46725,0.01,0.03785
7092,3.0257e-08,1,0.468,0.468,0.01,0.03785
7080.5,3.0277e-08,1,0.46875,0.46875,0.01,0.03785
7069.1,3.0298e-08,1,0.4695,0.4695,0.01,0.03785
7057.7,3.0318e-08,1,0.47025,0.47025,0.01,0.03785
7046.5,3.0337e-08,1,0.471,0.471,0.01,0.03785
7035.2,3.0357e-08,1,0.47175,0.47175,0.01,0.03785
7024,3.0377e-08,1,0.4725,0.4725,0.01,0.03785
7012.7,3.0397e-08,1,0.47325,0.47325,0.01,0.03785
7001.7,3.0416e-08,1,0.474,0.474,0.01,0.03785
6990.6,3.0435e-08,1,0.47475,0.47475,0.01,0.03785
6979.6,3.0455e-08,1,0.4755,0.4755,0.01,0.03785
6968.5,3.0474e-08,1,0.47625,0.47625,0.01,0.03785
6957.6,3.0493e-08,1,0.477,0.477,0.01,0.03785
6946.7,3.0512e-08,1,0.47775,0.47775,0.01,0.03785
6935.9,3.0531e-08,1,0.4785,0.4785,0.01,0.03785
6925,3.0549e-08,1,0.47925,0.47925,0.01,0.03785
6914.2,3.0568e-08,1,0.48,0.48,0.01,0.03785
6903.5,3.0587e-08,1,0.48075,0.48075,0.01,0.03785
6892.8,3.0605e-08,1,0.4815,0.4815,0.01,0.03785
6882.2,3.0623e-08,1,0.48225,0.48225,0.01,0.03785
6871.5,3.0641e-08,1,0.483,0.483,0.01,0.03785
6860.9,3.0659e-08,1,0.48375,0.48375,0.01,0.03785
6850.4,3.0677e-08,1,0.4845,0.4845,0.01,0.03785
6839.9,3.0694e-08,1,0.48525,0.48525,0.01,0.03785
6829.4,3.0712e-08,1,0.486,0.486,0.01,0.03785
6818.9,3.073e-08,1,0.48675,0.48675,0.01,0.03785
6808.6,3.0747e-08,1,0.4875,0.4875,0.01,0.03785
6798.2,3.0763e-08,1,0.48825,0.48825,0.01,0.03785
6787.9,3.078e-08,1,0.489,0.489,0.01,0.03785
6777.5,3.0797e-08,1,0.48975,0.48975,0.01,0.03785
6767.3,3.0814e-08,1,0.4905,0.4905,0.01,0.03785
6757.1,3.083e-08,1,0.49125,0.49125,0.01,0.03785
6746.9,3.0847e-08,1,0.492,0.492,0.01,0.03785
6736.7,3.0863e-08,1,0.49275,0.49275,0.01,0.03785
6726.5,3.0879e-08,1,0.4935,0.4935,0.01,0.03785
6716.4,3.0895e-08,1,0.49425,0.49425,0.01,0.03785
6706.3,3.091e-08,1,0.495,0.495,0.01,0.03785
6696.3,3.0926e-08,1,0.49575,0.49575,0.01,0.03785
6686.2,3.0941e-08,1,0.4965,0.4965,0.01,0.03785
6676.2,3.0957e-08,1,0.49725,0.49725,0.01,0.03785
6666.2,3.0971e-08,1,0.498,0.498,0.01,0.03785
6656.2,3.0986e-08,1,0.49875,0.49875,0.01,0.03785
6646.2,3.1001e-08,1,0.4995,0.4995,0.01,0.03785
6636.2,3.1016e-08,1,0.50025,0.50025,0.01,0.03785
6626.4,3.103e-08,1,0.501,0.501,0.01,0.03785
6616.5,3.1045e-08,1,0.50175,0.50175,0.01,0.03785
6606.6,3.1059e-08,1,0.5025,0.5025,0.01,0.03785
6596.8,3.1073e-08,1,0.50325,0.50325,0.01,0.03785
6587,3.1087e-08,1,0.504,0.504,0.01,0.03785
6577.3,3.1101e-08,1,0.50475,0.50475,0.01,0.03785
6567.6,3.1114e-08,1,0.5055,0.5055,0.01,0.03785
6557.8,3.1128e-08,1,0.50625,0.50625,0.01,0.03785
6548.2,3.1142e-08,1,0.507,0.507,0.01,0.03785
6538.6,3.1155e-08,1,0.50775,0.50775,0.01,0.03785
6529,3.1168e-08,1,0.5085,0.5085,0.01,0.03785
6519.4,3.1181e-08,1,0.50925,0.50925,0.01,0.03785
6509.9,3.1194e-08,1,0.51,0.51,0.01,0.03785
6500.4,3.1207e-08,1,0.51075,0.51075,0.01,0.03785
6491,3.1219e-08,1,0.5115,0.5115,0.01,0.03785
6481.5,3.1232e-08,1,0.51225,0.51225,0.01,0.03785
6472.1,3.1245e-08,1,0.513,0.513,0.01,0.03785
6462.7,3.1257e-08,1,0.51375,0.51375,0.01,0.03785
6453.4,3.1269e-08,1,0.5145,0.5145,0.01,0.03785
6444.1,3.1281e-08,1,0.51525,0.51525,0.01,0.03785
6434.8,3.1293e-08,1,0.516,0.516,0.01,0.03785
6425.5,3.1306e-08,1,0.51675,0.51675,0.01,0.03785
6416.3,3.1317e-08,1,0.5175,0.5175,0.01,0.03785
6407.1,3.1329e-08,1,0.51825,0.51825,0.01,0.03785
6397.9,3.1341e-08,1,0.519,0.519,0.01,0.03785
6388.7,3.1353e-08,1,0.51975,0.51975,0.01,0.03785
6379.6,3.1364e-08,1,0.5205,0.5205,0.01,0.03785
6370.5,3.1376e-08,1,0.52125,0.52125,0.01,0.03785
6361.4,3.1388e-08,1,0.522,0.522,0.01,0.03785
6352.3,3.1399e-08,1,0.52275,0.52275,0.01,0.03785
6343.2,3.1411e-08,1,0.5235,0.5235,0.01,0.03785
6334.2,3.1422e-08,1,0.52425,0.52425,0.01,0.03785
6325.2,3.1433e-08,1,0.525,0.525,0.01,0.03785
6316.2,3.1445e-08,1,0.52575,0.52575,0.01,0.03785
6307.2,3.1456e-08,1,0.5265,0.5265,0.01,0.03785
6298.3,3.1467e-08,1,0.52725,0.52725,0.01,0.03785
6289.4,3.1478e-08,1,0.528,0.528,0.01,0.03785
6280.4,3.149e-08,1,0.52875,0.52875,0.01,0.03785
6271.5,3.1501e-08,1,0.5295,0.5295,0.01,0.03785
6262.6,3.1512e-08,1,0.53025,0.53025,0.01,0.03785
6253.8,3.1524e-08,1,0.531,0.531,0.01,0.03785
6245,3.1535e-08,1,0.53175,0.53175,0.01,0.03785
6236.2,3.1546e-08,1,0.5325,0.5325,0.01,0.03785
6227.3,3.1557e-08,1,0.53325,0.53325,0.01,0.03785
6218.6,3.1569e-08,1,0.534,0.534,0.01,0.03785
6209.9,3.158e-08,1,0.53475,0.53475,0.01,0.03785
6201.2,3.1591e-08,1,0.5355,0.5355,0.01,0.03785
6192.5,3.1602e-08,1,0.53625,0.53625,0.01,0.03785
6183.8,3.1614e-08,1,0.537,0.537,0.01,0.03785
6175.2,3.1625e-08,1,0.53775,0.53775,0.01,0.03785
6166.6,3.1636e-08,1,0.5385,0.5385,0.01,0.03785
6158,3.1648e-08,1,0.53925,0.53925,0.01,0.03785
6149.4,3.1659e-08,1,0.54,0.54,0.01,0.03785
6141,3.167e-08,1,0.54075,0.54075,0.01,0.03785
6132.6,3.1682e-08,1,0.5415,0.5415,0.01,0.03785
6124.1,3.1693e-08,1,0.54225,0.54225,0.01,0.03785
6115.7,3.1705e-08,1,0.543,0.543,0.01,0.03785
6107.3,3.1716e-08,1,0.54375,0.54375,0.01,0.03785
6099,3.1728e-08,1,0.5445,0.5445,0.01,0.03785
6090.8,3.1739e-08,1,0.54525,0.54525,0.01,0.03785
6082.5,3.1751e-08,1,0.546,0.546,0.01,0.03785
6074.2,3.1763e-08,1,0.54675,0.54675,0.01,0.03785
6066.1,3.1775e-08,1,0.5475,0.5475,0.01,0.03785
6058,3.1787e-08,1,0.54825,0.54825,0.01,0.03785
6049.9,3.1798e-08,1,0.549,0.549,0.01,0.03785
6041.8,3.181e-08,1,0.54975,0.54975,0.01,0.03785
6033.8,3.1823e-08,1,0.5505,0.5505,0.01,0.03785
6025.8,3.1835e-08,1,0.55125,0.55125,0.01,0.03785
6017.8,3.1847e-08,1,0.552,0.552,0.01,0.03785
6009.8,3.186e-08,1,0.55275,0.55275,0.01,0.03785
6001.8,3.1872e-08,1,0.5535,0.5535,0.01,0.03785
5993.9,3.1885e-08,1,0.55425,0.55425,0.01,0.03785
5985.9,3.1897e-08,1,0.555,0.555,0.01,0.03785
5978,3.191e-08,1,0.55575,0.55575,0.01,0.03785
5970.1,3.1923e-08,1,0.5565,0.5565,0.01,0.03785
5962.2,3.1936e-08,1,0.55725,0.55725,0.01,0.03785
5954.3,3.1949e-08,1,0.558,0.558,0.01,0.03785
5946.4,3.1962e-08,1,0.55875,0.55875,0.01,0.03785
5938.5,3.1975e-08,1,0.5595,0.5595,0.01,0.03785
5930.6,3.1988e-08,1,0.56025,0.56025,0.01,0.03785
5922.7,3.2001e-08,1,0.561,0.561,0.01,0.03785
5914.9,3.2015e-08,1,0.56175,0.56175,0.01,0.03785
5907.1,3.2028e-08,1,0.5625,0.5625,0.01,0.03785
5899.2,3.2041e-08,1,0.56325,0.56325,0.01,0.03785
5891.5,3.2055e-08,1,0.564,0.564,0.01,0.03785
5883.7,3.2068e-08,1,0.56475,0.56475,0.01,0.03785
5876,3.2082e-08,1,0.5655,0.5655,0.01,0.03785
5868.2,3.2096e-08,1,0.56625,0.56625,0.01,0.03785
5860.5,3.2109e-08,1,0.567,0.567,0.01,0.03785
5852.8,3.2123e-08,1,0.56775,0.56775,0.01,0.03785
5845.2,3.2137e-08,1,0.5685,0.5685,0.01,0.03785
5837.5,3.2151e-08,1,0.56925,0.56925,0.01,0.03785
5829.8,3.2165e-08,1,0.57,0.57,0.01,0.03785
5822.3,3.2179e-08,1,0.57075,0.57075,0.01,0.03785
5814.7,3.2193e-08,1,0.5715,0.5715,0.01,0.03785
5807.1,3.2207e-08,1,0.57225,0.57225,0.01,0.03785
5799.5,3.2221e-08,1,0.573,0.573,0.01,0.03785
5792,3.2235e-08,1,0.57375,0.57375,0.01,0.03785
5784.5,3.225e-08,1,0.5745,0.5745,0.01,0.03785
5777,3.2264e-08,1,0.57525,0.57525,0.01,0.03785
5769.5,3.2278e-08,1,0.576,0.576,0.01,0.03785
5762,3.2292e-08,1,0.57675,0.57675,0.01,0.03785
5754.6,3.2307e-08,1,0.5775,0.5775,0.01,0.03785
5747.2,3.2321e-08,1,0.57825,0.57825,0.01,0.03785
5739.8,3.2336e-08,1,0.579,0.579,0.01,0.03785
5732.4,3.235e-08,1,0.57975,0.57975,0.01,0.03785
5725.1,3.2364e-08,1,0.5805,0.5805,0.01,0.03785
5717.8,3.2379e-08,1,0.58125,0.58125,0.01,0.03785
5710.4,3.2393e-08,1,0.582,0.582,0.01,0.03785
5703.1,3.2407e-08,1,0.58275,0.58275,0.01,0.03785
5695.8,3.2422e-08,1,0.5835,0.5835,0.01,0.03785
5688.6,3.2436e-08,1,0.58425,0.58425,0.01,0.03785
5681.4,3.2451e-08,1,0.585,0.585,0.01,0.03785
5674.2,3.2465e-08,1,0.58575,0.58575,0.01,0.03785
5667,3.248e-08,1,0.5865,0.5865,0.01,0.03785
5659.9,3.2494e-08,1,0.58725,0.58725,0.01,0.03785
5652.8,3.2508e-08,1,0.588,0.588,0.01,0.03785
5645.7,3.2523e-08,1,0.58875,0.58875,0.01,0.03785
5638.6,3.2537e-08,1,0.5895,0.5895,0.01,0.03785
5631.5,3.2551e-08,1,0.59025,0.59025,0.01,0.03785
5624.5,3.2565e-08,1,0.591,0.591,0.01,0.03785
5617.5,3.258e-08,1,0.59175,0.59175,0.01,0.03785
5610.5,3.2594e-08,1,0.5925,0.5925,0.01,0.03785
5603.5,3.2608e-08,1,0.59325,0.59325,0.01,0.03785
5596.6,3.2622e-08,1,0.594,0.594,0.01,0.03785
5589.7,3.2636e-08,1,0.59475,0.59475,0.01,0.03785
5582.8,3.265e-08,1,0.5955,0.5955,0.01,0.03785
5575.8,3.2664e-08,1,0.59625,0.59625,0.01,0.03785
5569,3.2678e-08,1,0.597,0.597,0.01,0.03785
5562.1,3.2692e-08,1,0.59775,0.59775,0.01,0.03785
5555.3,3.2706e-08,1,0.5985,0.5985,0.01,0.03785
5548.5,3.272e-08,1,0.59925,0.59925,0.01,0.03785
5541.6,3.2733e-08,1,0.6,0.6,0.01,0.03785
5534.9,3.2747e-08,1,0.60075,0.60075,0.01,0.03785
5528.1,3.276e-08,1,0.6015,0.6015,0.01,0.03785
5521.4,3.2774e-08,1,0.60225,0.60225,0.01,0.03785
5514.6,3.2787e-08,1,0.603,0.603,0.01,0.03785
5507.9,3.2801e-08,1,0.60375,0.60375,0.01,0.03785
5501.2,3.2814e-08,1,0.6045,0.6045,0.01,0.03785
5494.6,3.2827e-08,1,0.60525,0.60525,0.01,0.03785
5487.9,3.284e-08,1,0.606,0.606,0.01,0.03785
5481.2,3.2853e-08,1,0.60675,0.60675,0.01,0.03785
5474.7,3.2866e-08,1,0.6075,0.6075,0.01,0.03785
5468.1,3.2879e-08,1,0.60825,0.60825,0.01,0.03785
5461.5,3.2891e-08,1,0.609,0.609,0.01,0.03785
5454.9,3.2904e-08,1,0.60975,0.60975,0.01,0.03785
5448.4,3.2916e-08,1,0.6105,0.6105,0.01,0.03785
5441.9,3.2928e-08,1,0.61125,0.61125,0.01,0.03785
5435.4,3.2941e-08,1,0.612,0.612,0.01,0.03785
5428.8,3.2953e-08,1,0.61275,0.61275,0.01,0.03785
5422.4,3.2965e-08,1,0.6135,0.6135,0.01,0.03785
5415.9,3.2977e-08,1,0.61425,0.61425,0.01,0.03785
5409.4,3.2988e-08,1,0.615,0.615,0.01,0.03785
5403,3.3e-08,1,0.61575,0.61575,0.01,0.03785
5396.5,3.3011e-08,1,0.6165,0.6165,0.01,0.03785
5390.1,3.3023e-08,1,0.61725,0.61725,0.01,0.03785
5383.6,3.3034e-08,1,0.618,0.618,0.01,0.03785
5377.2,3.3045e-08,1,0.61875,0.61875,0.01,0.03785
5370.8,3.3056e-08,1,0.6195,0.6195,0.01,0.03785
5364.3,3.3067e-08,1,0.62025,0.62025,0.01,0.03785
5357.9,3.3077e-08,1,0.621,0.621,0.01,0.03785
5351.5,3.3088e-08,1,0.62175,0.62175,0.01,0.03785
5345.1,3.3098e-08,1,0.6225,0.6225,0.01,0.03785
5338.7,3.3109e-08,1,0.62325,0.62325,0.01,0.03785
5332.4,3.3119e-08,1,0.624,0.624,0.01,0.03785
5326,3.3129e-08,1,0.62475,0.62475,0.01,0.03785
5319.7,3.3138e-08,1,0.6255,0.6255,0.01,0.03785
5313.3,3.3148e-08,1,0.62625,0.62625,0.01,0.03785
5307,3.3158e-08,1,0.627,0.627,0.01,0.03785
5300.7,3.3167e-08,1,0.62775,0.62775,0.01,0.03785
5294.4,3.3177e-08,1,0.6285,0.6285,0.01,0.03785
5288.1,3.3186e-08,1,0.62925,0.62925,0.01,0.03785
5281.8,3.3196e-08,1,0.63,0.63,0.01,0.03785
5275.6,3.3204e-08,1,0.63075,0.63075,0.01,0.03785
5269.4,3.3213e-08,1,0.6315,0.6315,0.01,0.03785
5263.2,3.3222e-08,1,0.63225,0.63225,0.01,0.03785
5256.9,3.3231e-08,1,0.633,0.633,0.01,0.03785
5250.8,3.324e-08,1,0.63375,0.63375,0.01,0.03785
5244.6,3.3248e-08,1,0.6345,0.6345,0.01,0.03785
5238.5,3.3256e-08,1,0.63525,0.63525,0.01,0.03785
5232.3,3.3265e-08,1,0.636,0.636,0.01,0.03785
5226.2,3.3273e-08,1,0.63675,0.63675,0.01,0.03785
5220.1,3.3281e-08,1,0.6375,0.6375,0.01,0.03785
5214,3.3289e-08,1,0.63825,0.63825,0.01,0.03785
5207.9,3.3297e-08,1,0.639,0.639,0.01,0.03785
5201.9,3.3305e-08,1,0.63975,0.63975,0.01,0.03785
5195.8,3.3313e-08,1,0.6405,0.6405,0.01,0.03785
5189.8,3.332e-08,1,0.64125,0.64125,0.01,0.03785
5183.8,3.3328e-08,1,0.642,0.642,0.01,0.03785
5177.8,3.3336e-08,1,0.64275,0.64275,0.01,0.03785
5171.8,3.3344e-08,1,0.6435,0.6435,0.01,0.03785
5165.9,3.3351e-08,1,0.64425,0.64425,0.01,0.03785
5159.9,3.3359e-08,1,0.645,0.645,0.01,0.03785
5154,3.3366e-08,1,0.64575,0.64575,0.01,0.03785
5148,3.3374e-08,1,0.6465,0.6465,0.01,0.03785
5142.1,3.3381e-08,1,0.64725,0.64725,0.01,0.03785
5136.2,3.3388e-08,1,0.648,0.648,0.01,0.03785
5130.4,3.3396e-08,1,0.64875,0.64875,0.01,0.03785
5124.5,3.3403e-08,1,0.6495,0.6495,0.01,0.03785
5118.6,3.341e-08,1,0.65025,0.65025,0.01,0.03785
5112.8,3.3417e-08,1,0.651,0.651,0.01,0.03785
5106.9,3.3424e-08,1,0.65175,0.65175,0.01,0.03785
5101.1,3.3432e-08,1,0.6525,0.6525,0.01,0.03785
5095.3,3.3439e-08,1,0.65325,0.65325,0.01,0.03785
5089.5,3.3446e-08,1,0.654,0.654,0.01,0.03785
5083.8,3.3453e-08,1,0.65475,0.65475,0.01,0.03785
5078,3.346e-08,1,0.6555,0.6555,0.01,0.03785
5072.3,3.3466e-08,1,0.65625,0.65625,0.01,0.03785
5066.6,3.3473e-08,1,0.657,0.657,0.01,0.03785
5060.9,3.348e-08,1,0.65775,0.65775,0.01,0.03785
5055.2,3.3487e-08,1,0.6585,0.6585,0.01,0.03785
5049.5,3.3494e-08,1,0.65925,0.65925,0.01,0.03785
5043.8,3.3501e-08,1,0.66,0.66,0.01,0.03785
5038.1,3.3507e-08,1,0.66075,0.66075,0.01,0.03785
5032.4,3.3514e-08,1,0.6615,0.6615,0.01,0.03785
5026.8,3.3521e-08,1,0.66225,0.66225,0.01,0.03785
5021.1,3.3528e-08,1,0.663,0.663,0.01,0.03785
5015.4,3.3535e-08,1,0.66375,0.66375,0.01,0.03785
5009.8,3.3541e-08,1,0.6645,0.6645,0.01,0.03785
5004.2,3.3548e-08,1,0.66525,0.66525,0.01,0.03785
4998.6,3.3555e-08,1,0.666,0.666,0.01,0.03785
4993,3.3562e-08,1,0.66675,0.66675,0.01,0.03785
4987.4,3.3569e-08,1,0.6675,0.6675,0.01,0.03785
4981.9,3.3576e-08,1,0.66825,0.66825,0.01,0.03785
4976.3,3.3583e-08,1,0.669,0.669,0.01,0.03785
4970.8,3.359e-08,1,0.66975,0.66975,0.01,0.03785
4965.2,3.3597e-08,1,0.6705,0.6705,0.01,0.03785
4959.8,3.3605e-08,1,0.67125,0.67125,0.01,0.03785
4954.3,3.3612e-08,1,0.672,0.672,0.01,0.03785
4948.8,3.3619e-08,1,0.67275,0.67275,0.01,0.03785
4943.3,3.3626e-08,1,0.6735,0.6735,0.01,0.03785
4937.8,3.3634e-08,1,0.67425,0.67425,0.01,0.03785
4932.4,3.3641e-08,1,0.675,0.675,0.01,0.03785
4926.9,3.3649e-08,1,0.67575,0.67575,0.01,0.03785
4921.5,3.3656e-08,1,0.6765,0.6765,0.01,0.03785
4916.1,3.3664e-08,1,0.67725,0.67725,0.01,0.03785
4910.7,3.3672e-08,1,0.678,0.678,0.01,0.03785
4905.3,3.3679e-08,1,0.67875,0.67875,0.01,0.03785
4899.9,3.3687e-08,1,0.6795,0.6795,0.01,0.03785
4894.5,3.3695e-08,1,0.68025,0.68025,0.01,0.03785
4889.1,3.3703e-08,1,0.681,0.681,0.01,0.03785
4883.8,3.3711e-08,1,0.68175,0.68175,0.01,0.03785
4878.4,3.3719e-08,1,0.6825,0.6825,0.01,0.03785
4873,3.3727e-08,1,0.68325,0.68325,0.01,0.03785
4867.7,3.3735e-08,1,0.684,0.684,0.01,0.03785
4862.4,3.3743e-08,1,0.68475,0.68475,0.01,0.03785
4857.1,3.3751e-08,1,0.6855,0.6855,0.01,0.03785
4851.8,3.376e-08,1,0.68625,0.68625,0.01,0.03785
4846.5,3.3768e-08,1,0.687,0.687,0.01,0.03785
4841.3,3.3777e-08,1,0.68775,0.68775,0.01,0.03785
4836,3.3785e-08,1,0.6885,0.6885,0.01,0.03785
